OTU	Btaxo_rank1	Btaxo_rank2	Btaxo_rank3	Btaxo_rank4	Btaxo_rank5	Bmorpho	Bacc_number	cov%	id%	Ttaxo_rank1	Ttaxo_rank2	Ttaxo_rank3	Ttaxo_rank4	Ttaxo_rank5	Tmorpho	Tacc_number	node	Brench_L	occurrence	readnumber	TP4	TP5	TP6	TP7	TP8	TP9	TP10	TP11	TP12	TP13	TP14	TP15	TP17	TP18	TP19	TP20	TP21	TP22	TP23	TP24	TP25	TP26	TP27	TP28	TP29	TP30	TP31	TP32	TP33	TP34	TP35	TP36	TP37	TP38	TP39	TP40	TP41	ANP-10-L-1-80-RNA-SAR	ANP-10-L-1-10-RNA-SAR	ANP-10-L-1-2-RNA-SAR	ANP-10-M-1-80-RNA-SAR	ANP-10-M-1-10-RNA-SAR	ANP-10-M-1-2-RNA-SAR	ANP-10-H-1-80-RNA-SAR	ANP-10-H-1-10-RNA-SAR	ANP-10-H-1-2-RNA-SAR	ANP-10-L-2-80-RNA-SAR	ANP-10-L-2-10-RNA-SAR	ANP-10-L-2-2-RNA-SAR	ANP-10-M-2-80-RNA-SAR	ANP-10-M-2-10-RNA-SAR	ANP-10-M-2-2-RNA-SAR	ANP-10-H-2-80-RNA-SAR	ANP-10-H-2-10-RNA-SAR	ANP-10-H-2-2-RNA-SAR	ANP-10-L-3-80-RNA-SAR	ANP-10-L-3-10-RNA-SAR	ANP-10-L-3-2-RNA-SAR	ANP-10-M-3-80-RNA-SAR	ANP-10-M-3-10-RNA-SAR	ANP-10-M-3-2-RNA-SAR	ANP-10-H-3-80-RNA-SAR	ANP-10-H-3-10-RNA-SAR	ANP-10-H-3-2-RNA-SAR	ANP-10-O-4-80-RNA-SAR	ANP-10-O-4-10-RNA-SAR	ANP-10-O-4-2-RNA-SAR	ANP-10-M-4-80-RNA-SAR	ANP-10-M-4-10-RNA-SAR	ANP-10-M-4-2-RNA-SAR	ANP-10-H-4-80-RNA-SAR	ANP-10-H-4-10-RNA-SAR	ANP-10-H-4-2-RNA-SAR	ANP-10-M-5-80-RNA-SAR	ANP-10-M-5-10-RNA-SAR	ANP-10-M-5-2-RNA-SAR	ANP-10-M-6-80-RNA-SAR	ANP-10-M-6-10-RNA-SAR	ANP-10-M-6-2-RNA-SAR	ANP-10-H-5-80-RNA-SAR	ANP-10-H-5-10-RNA-SAR	ANP-10-H-5-2-RNA-SAR	ANP-10-H-6-80-RNA-SAR	ANP-10-H-6-10-RNA-SAR	ANP-10-H-6-2-RNA-SAR	ANP-10-H-7-80-RNA-SAR	ANP-10-H-7-10-RNA-SAR	ANP-10-H-7-2-RNA-SAR	ANP-10-O-8-80-RNA-SAR	ANP-10-O-8-10-RNA-SAR	ANP-10-O-8-2-RNA-SAR	ANP-5-1-1-80-RNA-SAR	ANP-5-1-1-10-RNA-SAR	ANP-5-1-1-2-RNA-SAR	ANP-5-2-1-80-RNA-SAR	ANP-5-2-1-10-RNA-SAR	ANP-5-2-1-2-RNA-SAR	ANP-5-3-1-80-RNA-SAR	ANP-5-3-1-10-RNA-SAR	ANP-5-3-1-2-RNA-SAR	ANP-5-O-1-80-RNA-SAR	ANP-5-O-1-10-RNA-SAR	ANP-5-O-1-2-RNA-SAR	ANP-5-1-2-80-RNA-SAR	ANP-5-1-2-10-RNA-SAR	ANP-5-1-2-2-RNA-SAR	ANP-5-2-2-80-RNA-SAR	ANP-5-2-2-10-RNA-SAR	ANP-5-2-2-2-RNA-SAR	ANP-5-3-2-80-RNA-SAR	ANP-5-3-2-10-RNA-SAR	ANP-5-3-2-2-RNA-SAR	ANP-5-O-2-80-RNA-SAR	ANP-5-O-2-10-RNA-SAR	ANP-5-O-2-2-RNA-SAR	ANP-5-1-3-80-RNA-SAR	ANP-5-1-3-10-RNA-SAR	ANP-5-1-3-2-RNA-SAR	ANP-5-2-3-80-RNA-SAR	ANP-5-2-3-10-RNA-SAR	ANP-5-2-3-2-RNA-SAR	ANP-5-3-3-80-RNA-SAR	ANP-5-3-3-10-RNA-SAR	ANP-5-3-3-2-RNA-SAR	ANP-5-O-3-80-RNA-SAR	ANP-5-O-3-10-RNA-SAR	ANP-5-O-3-2-RNA-SAR	ANP-5-O-5-80-RNA-SAR	ANP-5-O-5-10-RNA-SAR	ANP-5-O-5-2-RNA-SAR	ANP-5-1-4-80-RNA-SAR	ANP-5-1-4-10-RNA-SAR	ANP-5-1-4-2-RNA-SAR	ANP-5-O-4-80-RNA-SAR	ANP-5-O-4-10-RNA-SAR	ANP-5-O-4-2-RNA-SAR	ANP-5-3-4-80-RNA-SAR	ANP-5-3-4-10-RNA-SAR	ANP-5-3-4-2-RNA-SAR	ANP-5-3-5-80-RNA-SAR	ANP-5-3-5-10-RNA-SAR	ANP-5-3-5-2-RNA-SAR	ANP-5-3-6-80-RNA-SAR	ANP-5-3-6-10-RNA-SAR	ANP-5-3-6-2-RNA-SAR	ANP-5-3-7-80-RNA-SAR	ANP-5-3-7-10-RNA-SAR	ANP-5-3-7-2-RNA-SAR	ANP-5-3-8-80-RNA-SAR	ANP-5-3-8-10-RNA-SAR	ANP-5-3-8-2-RNA-SAR	ANP-10-M-6-80-2-RNA-SAR	ANP-10-H-6-80-2-RNA-SAR	ANP-10-L-2-2-2-RNA-SAR	ANP-10-M-2-2-2-RNA-SAR	ANP-10-H-3-10-2-RNA-SAR	ANP-10-M-4-10-2-RNA-SAR	ANP-5-O-4-80-2-RNA-SAR	ANP-5-3-3-10-2-RNA-SAR	ANP-5-O-2-10-2-RNA-SAR	ANP-5-1-1-80-2-RNA-SAR	ANP-10-L-1-80-DNA-SAR	ANP-10-L-1-10-DNA-SAR	ANP-10-L-1-2-DNA-SAR	ANP-10-M-1-10-DNA-SAR	ANP-10-M-1-2-DNA-SAR	ANP-10-L-2-10-DNA-SAR	ANP-10-M-2-80-DNA-SAR	ANP-10-M-2-10-DNA-SAR	ANP-10-M-2-2-DNA-SAR	ANP-10-H-2-10-DNA-SAR	ANP-10-H-2-2-DNA-SAR	ANP-10-L-3-10-DNA-SAR	ANP-10-L-3-2-DNA-SAR	ANP-10-M-3-2-DNA-SAR	ANP-5-3-1-10-DNA-SAR	ANP-5-3-1-2-DNA-SAR	ANP-5-O-1-10-DNA-SAR	ANP-5-O-2-10-DNA-SAR	ANP-5-O-3-10-DNA-SAR	ANP-5-O-4-10-DNA-SAR	ANP-5-1-1-10-DNA-SAR	ANP-5-1-1-2-DNA-SAR	ANP-5-2-1-10-DNA-SAR	ANP-5-2-1-2-DNA-SAR	ANP-5-O-1-80-DNA-SAR	ANP-5-O-1-2-DNA-SAR	ANP-5-1-2-10-DNA-SAR	ANP-5-1-2-2-DNA-SAR	ANP-5-2-2-10-DNA-SAR	ANP-5-2-2-2-DNA-SAR	ANP-5-3-2-80-DNA-SAR	ANP-5-3-2-10-DNA-SAR	ANP-5-3-2-2-DNA-SAR	ANP-O-2-80-DNA-SAR	ANP-O-2-2-DNA-SAR	ANP-5-1-3-10-DNA-SAR	ANP-5-1-3-2-DNA-SAR	ANP-5-2-3-10-DNA-SAR	ANP-5-2-3-2-DNA-SAR	ANP-5-3-3-10-DNA-SAR	ANP-5-3-3-2-DNA-SAR	ANP-5-O-3-10-DNA-SAR-LAKM1607	ANP-5-O-5-10-DNA-SAR	ANP-5-O-5-2-DNA-SAR	ANP-5-1-4-10-DNA-SAR	ANP-5-1-4-2-DNA-SAR	ANP-5-O-4-2-DNA-SAR	ANP-5-3-4-10-DNA-SAR	ANP-5-3-4-2-DNA-SAR	ANP-5-3-5-10-DNA-SAR	ANP-5-3-5-2-DNA-SAR	ANP-5-3-6-10-DNA-SAR	ANP-5-3-6-2-DNA-SAR	ANP-5-3-7-80-DNA-SAR	ANP-5-3-7-10-DNA-SAR	ANP-5-3-7-2-DNA-SAR	ANP-5-3-8-10-DNA-SAR	ANP-5-3-8-2-DNA-SAR	ANP-10-L-2-2-DNA-SAR	ANP-10-M-3-10-DNA-SAR	ANP-10-H-3-10-DNA-SAR	ANP-10-H-3-2-DNA-SAR	ANP-10-O-4-10-DNA-SAR	ANP-10-O-4-2-DNA-SAR	ANP-10-M-4-10-DNA-SAR	ANP-10-M-4-2-DNA-SAR	ANP-10-H-4-10-DNA-SAR	ANP-10-H-4-2-DNA-SAR	ANP-10-M-5-10-DNA-SAR	ANP-10-M-5-2-DNA-SAR	ANP-10-M-6-10-DNA-SAR	ANP-10-M-6-2-DNA-SAR	ANP-10-H-5-10-DNA-SAR	ANP-10-H-5-2-DNA-SAR	ANP-10-H-6-10-DNA-SAR	ANP-10-H-6-2-DNA-SAR	ANP-10-H-7-10-DNA-SAR	ANP-10-H-7-2-DNA-SAR	ANP-10-O-8-10-DNA-SAR	ANP-10-O-8-2-DNA-SAR
OTU16	Euk	SAR	Alv	Ci	In	Pr_Pelagothrix	AB486009	100	98%	SAR	Alv	Ci	In	Pr	Pelagothrix-alveolata	AB486009	4	0.071269336	207	74674	1	1	17	2	71	15	13	14	18	21	4	20	17	21	11	13	17	2	30	17	32	54	25	40	38	19	12	8	31	8	15	47	0	77	14	18	0	0	413	89	1	262	147	14	219	30	40	0	43	0	203	28	0	13	21	1	9	1	0	171	11	2	0	7	0	2	6	0	0	0	0	49	213	18	75	24	252	65	2	0	46	21	1	33	2	0	183	8	2	16	42	68	1333	408	129	392	167	55	678	36	9112	912	611	299	342	128	49	1712	183	5	2224	44	317	1747	541	13	324	37	17	29	61	63	86	152	456	2280	423	13	491	31	16	158	453	39	1598	276	132	3	3	508	319	54	12	2209	112	11165	1259	110	64	335	147	186	0	47	45	0	0	45	53	1759	91	3	7	158	0	102	1	1	2	3	4	47	0	0	16	187	251	285	657	508	399	277	173	138	39	14584	107	110	81	350	0	309	592	141	38	183	13	564	379	115	116	46	371	75	73	37	107	18	0	48	84	143	567	32	117	218	100	193	73	50	0	0	0	0	0	0	0	0	9	22	0	13	57	0	20	0	263	263	0	4	15
OTU15	Euk	SAR	Alv	Ci	In	Sp_Laboea	AF399154	100	100%	SAR	Alv	Ci	In	Sp	Laboea-strobila	AF399154	2	2.00E-06	185	65826	4	20	555	3	193	574	505	123	200	99	149	197	223	94	234	347	132	10	243	307	219	157	136	100	205	104	56	241	33	96	27	36	83	18	16	311	29	0	15	0	26	0	1	1	0	0	0	0	36	0	0	0	0	0	1	8	0	4	0	0	0	4	0	0	31	69	53	2	1	4	1	0	4	14	1	5	2	86	77	0	0	3	0	0	0	6	1	1	2	1	3	216	64	99	302	324	338	78	11	90	148	2977	1826	141	22	73	141	1446	773	25	2	16	5387	1615	1993	73	582	668	191	733	764	517	383	790	2007	4463	1174	45	194	45	331	1146	416	1314	1057	532	207	54	16	380	11	30	56	26	37	6	524	90	152	275	142	3	2	47	1	1	2	1336	249	1303	391	0	0	7	0	0	41	0	0	0	0	1	0	0	1	24	314	2374	1153	2138	539	33	235	390	252	112	426	26	198	554	405	527	52	919	165	560	133	502	564	692	484	1079	1424	101	112	295	268	79	0	138	125	60	109	185	0	157	59	39	149	94	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU17	Euk	SAR	Str	Ba	Co	Rh_Guinardia	KC309536	100	100%	SAR	Str	Ba	Fr	Fr	Grammatophora-macilenta	JX401241	4	0.054032484	160	52137	0	27	54	77	59	66	91	41	135	138	22	76	39	103	24	53	47	76	48	82	141	180	125	149	101	50	105	76	257	684	243	37	908	684	1574	88	209	15	286	13	605	853	17	2056	382	27	980	1	7	238	804	103	122	1012	24	369	682	33	9	485	42	194	601	14	1359	151	26	1390	921	27	349	433	13	218	901	35	169	1243	23	4908	1095	28	603	1787	38	1878	1099	16	1363	2181	286	11	2	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	170	616	11	91	748	1008	0	1	0	1	41	75	2	1030	46	240	65	693	86	1057	79	844	22	23	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	126	570	92	326	32	635	6	421	0	9	3	29	3	21	0	230	28	1025	45	1819	137
OTU20	Euk	SAR	Alv	Ci	In	Sp_Strombidium	KJ737432	100	97%	SAR	Alv	Ci	In	Sp	Oligotrichia-sp	LN870057	2	0.073376826	226	50983	37	13	863	31	673	774	489	597	312	798	505	270	396	405	310	523	340	438	228	847	401	328	337	267	300	252	267	439	140	282	275	99	256	236	193	90	24	281	67	1166	94	44	231	0	26	75	70	0	671	133	2	97	4	1	24	87	24	363	16	3	196	12	4	19	64	101	998	9	0	32	2	37	223	61	354	267	15	18	308	10	13	241	1	20	55	37	14	37	662	123	123	32	33	62	4147	111	133	111	39	59	12	619	421	16	174	50	50	293	335	5	10	87	114	98	671	5	108	211	2246	644	462	214	99	204	60	280	509	1131	147	7	88	80	230	129	78	123	38	20	2	263	7	7	703	9	48	36	52	98	138	49	627	14	2	583	72	3	0	109	63	104	27	31	70	1945	25	86	34	0	3	164	0	23	0	75	373	133	290	984	111	203	54	16	133	71	131	18	147	83	31	116	45	124	55	290	13	306	169	333	303	268	390	534	110	187	174	227	209	73	115	2	70	57	0	178	0	43	137	182	260	1187	0	1	107	349	367	28	0	18	20	0	6	0	82	0	3	1	21	0	149	54	5
OTU72	Euk	SAR	Str	Oo	Ol	Ol_Olpidiopsis	KM210530	100	100%	SAR	Str	Oo	Ol	Ol	Olpidiopsis-sp	AB363063	2	0.114837381	239	43716	95	126	201	86	278	206	238	266	291	211	409	276	244	252	274	223	274	304	281	294	261	253	290	237	242	275	313	210	304	219	203	192	246	186	172	279	607	10	5	43	23	15	134	381	5	154	27	1	35	101	9	78	5	6	110	15	9	70	104	10	212	20	8	98	26	4	132	60	12	167	4	4	178	24	10	92	23	15	181	262	14	326	25	14	263	20	11	269	12	15	203	26	19	204	42	1	180	70	7	139	6	3	251	23	12	271	108	7	243	12	39	238	11	14	287	11	1	254	53	5	94	222	19	192	22	3	381	119	13	121	20	8	165	36	5	130	216	24	242	55	10	129	76	6	214	26	2	200	99	8	272	38	23	92	141	16	12	84	39	18	41	61	3	182	64	567	8	70	100	1614	49	559	130	408	1366	25	393	7	11	11	60	16	734	8	469	1	265	6	941	4	407	80	84	576	17	605	39	590	117	470	63	1491	12	9	613	18	916	250	17	907	50	1303	40	1250	3	29	1184	33	708	256	21	56	534	25	506	103	109	118	261	0	42	3	350	0	95	7	449	49	757	42	378
OTU22	Euk	SAR	Str	Ba	Co	Ch_Chaetoceros	KT860959	100	100%	SAR	Str	Ba	Co	Ch	Chaetoceros-cf	KT860959	2	2.00E-06	182	43003	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	1	0	0	11	10	10	109	15	39	32	25	0	0	0	0	24	0	0	0	0	0	10	0	0	14	1	1	5	4	0	0	0	3	6	6	0	10	4	0	8	5	0	28	6	0	16	0	1	2	2	0	7	1	3	7	1	0	10	2	0	10	3	1	20	0	6	19	2	3	16	4	1	5	3	180	1096	241	126	857	98	45	922	134	47	421	92	301	766	58	80	408	78	18	726	81	59	519	98	61	1086	100	50	440	38	226	1634	35	62	516	77	158	898	189	34	627	59	67	733	35	160	2666	104	230	2095	173	139	1872	127	27	1133	97	116	1096	90	0	0	3	7	6	9	125	1695	478	324	0	1	0	5	0	0	1	5	0	13	5	13	0	11	393	73	249	440	484	637	855	109	331	54	13	44	212	51	375	18	108	606	87	0	45	731	83	251	11	954	70	389	541	81	550	52	21	2396	85	479	108	1209	60	0	718	65	885	52	1	0	6	0	17	1	6	0	12	0	0	0	1	32	1	0	0	0	5	0	6	0
OTU25	Euk	SAR	Alv	Ci	In	Sp_Strombidium	JF791016	100	100%	SAR	Alv	Ci	In	Sp	Strombidium-cf	JF791016	2	2.00E-06	230	38917	27	23	175	62	366	499	126	157	178	270	268	182	195	188	83	217	64	118	135	237	90	257	101	72	123	77	17	63	81	66	51	63	115	155	62	96	25	272	245	2756	275	19	954	0	11	74	616	0	2017	92	15	200	557	2	78	42	121	402	59	21	186	19	5	155	400	138	2165	11	4	62	76	32	440	46	374	521	15	112	639	75	12	181	2	19	213	13	29	156	9	73	302	21	13	98	29	55	39	38	12	35	8	169	231	10	64	76	13	73	112	7	16	48	44	78	281	3	22	93	5	14	253	99	68	255	3	121	163	158	16	77	16	25	141	8	85	152	89	4	5	8	27	93	671	33	54	7	13	60	12	2	28	9	0	1661	148	6	0	9	52	65	25	130	166	1933	5	445	43	3	2	114	2	56	2	71	157	4	355	151	58	63	16	3	431	51	65	19	178	3	41	22	92	76	47	519	4	94	173	391	121	169	86	477	75	90	84	29	316	113	119	136	48	166	164	140	0	35	86	37	78	1654	0	0	90	372	844	0	11	6	12	0	11	3	27	0	3	1	165	0	201	1	138
OTU21	Euk	SAR	Alv	Ci	In	Ol_Zoothamnium	HQ268528	100	91%	SAR	Alv	Ci	In	Ol	Zoothamnium-pelagicum	DQ868351	2	0.161161371	90	38369	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	7	0	0	0	1	0	0	0	2	0	0	6444	81	4	0	0	1	0	0	1	2	0	0	1	8	10	674	0	4	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	10	7	2	14	92	4	770	45	0	2	10	3	22	8	1	5	9	7	17136	522	4	0	4	0	0	19	4	2	0	0	3	52	1	0	2	1	1	0	0	6483	81	2	9	27	2	1	0	0	9	0	0	0	0	0	0	33	0	1	62	0	0	0	1	0	0	0	17	80	7	1	0	0	0	14	0	0	0	6	0	40	0	0	0	0	10	0	0	1	0	8	3	1	6	0	0	0	7	0	1	0	4715	121	0	0	0	24	0	498	0	1	1	0	1	0	29	0	0	0	0	0	0	0	0	0	25	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU40	Euk	SAR	Rhi	Ce	Im	Si_Protaspis	FJ824125	100	100%	SAR	Rhi	Ce	Th	Ch	Rhogostoma-schuessleri	HQ121430	2	0.091220424	239	36464	7	30	91	15	102	81	128	124	165	89	153	123	70	96	81	72	106	105	96	99	84	57	108	181	98	137	171	87	176	103	73	68	64	101	68	74	95	21	24	187	1	27	107	544	4	102	1	0	174	0	28	256	9	19	32	16	46	200	34	17	430	7	12	51	16	5	150	30	25	101	23	18	43	13	25	78	10	57	214	27	35	218	14	34	146	17	10	245	6	146	576	65	70	1102	43	57	716	96	48	422	100	22	736	30	99	1333	221	40	862	5	21	908	87	56	531	5	16	412	52	49	542	37	28	400	34	23	896	92	53	876	6	28	370	11	16	343	146	114	1771	102	57	869	29	58	1875	11	22	1172	42	50	723	25	13	212	263	19	34	22	32	39	58	66	10	13	47	200	1	67	27	262	33	235	143	135	297	8	207	19	28	37	47	49	296	43	205	29	96	38	248	47	258	4	52	246	9	245	15	249	88	262	55	318	23	23	208	73	462	99	62	402	4	409	75	436	1	18	356	17	272	68	73	13	137	23	129	7	5	16	26	0	4	1	12	1	11	5	20	4	81	79	148
OTU32	Euk	SAR	Str	Ba	Ba	Ba_Navicula	KT072983	100	100%	SAR	Str	Ba	Ba	Ba	Navicula-arenaria	KJ961668	2	0.002856463	236	36274	32	182	52	115	47	45	67	39	53	55	54	72	58	76	47	57	70	82	78	36	91	108	132	262	93	225	198	133	88	249	218	88	256	304	113	481	584	1331	102	44	98	238	252	0	23	73	795	0	203	278	369	384	57	89	55	834	283	477	351	76	359	91	57	80	136	18	104	148	114	171	114	68	48	104	46	81	67	192	171	161	40	103	68	63	155	86	37	67	131	147	191	553	124	217	207	74	294	677	129	372	210	38	187	369	120	128	112	61	233	75	171	154	131	43	174	27	23	153	146	76	101	234	38	70	41	27	165	83	46	112	44	26	88	145	21	41	179	17	73	214	13	100	506	21	61	108	17	114	162	48	203	75	61	328	361	71	153	203	47	46	862	2545	87	111	386	213	119	169	374	450	91	126	562	569	331	57	131	26	31	66	51	76	92	31	146	26	38	16	72	97	86	77	110	134	186	138	82	197	127	202	147	36	71	23	80	40	87	25	0	30	39	94	126	26	0	12	85	21	37	146	10	83	99	113	169	64	7	44	29	0	2	25	166	0	7	22	181	45	31	187	63
OTU89	Euk	SAR	Alv	Ci	In	Ol_Homalogastra	EF158848	100	100%	SAR	Alv	Ci	In	Ol	Homalogastra-setosa	EF158848	2	2.00E-06	209	36221	3212	1052	79	3090	79	47	587	30	53	144	80	167	109	70	144	95	209	54	102	67	148	171	209	160	87	125	89	71	164	145	36	90	232	103	277	233	0	602	934	173	1	9	20	157	228	79	1210	0	357	19	2	14	115	13	74	567	397	223	157	6	74	81	10	29	19	4	76	0	0	5	4926	11	165	4	23	135	2	184	54	1	53	19	1464	1	21	4	61	75	0	8	11	5	14	64	6	3	12	3	3	8	3	1	2	5	1	21	4	3	6	11	3	77	317	1	27	1	0	17	4	39	39	4	40	41	50	46	3	1	1	12	0	0	10	1	2	33	5	0	12	3	0	11	1	58	16	0	35	74	8	16	89	0	1514	421	22	8	0	1	33	2	0	77	882	448	20	28	1363	82	0	87	25	123	464	180	272	6	12	0	1	27	2	0	101	0	2	42	0	0	67	0	0	59	5	121	20	56	0	5	30	4	10	1	31	1	0	0	19	10	0	0	0	67	105	65	0	34	160	8	20	644	1472	14	119	38	114	1	73	0	108	0	5	35	0	7	24	64	92	0	219	43	46
OTU33	Euk	SAR	Alv	Ci	In	Sp_Strombidium	KJ737432	100	96%	SAR	Alv	Ci	In	Sp	Strombidium-stylifer	JX012185	2	0.077135356	163	33960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	64	874	25	113	145	0	2	47	44	0	301	0	0	2	0	0	0	3	1	70	99	8	30	0	0	1	101	70	134	1	2	17	0	0	3	35	16	67	4	3	50	1	0	1	1	0	1	1	1	1	8	1	17	256	158	127	893	664	530	141	9	109	1018	844	1722	98	234	123	123	1315	627	73	4	46	1682	710	1322	182	319	298	67	190	369	715	96	746	374	536	775	253	2	45	202	34	110	296	17	246	91	7	2	255	6	38	694	4	39	11	18	22	78	2	82	6	2	275	1	0	1	210	81	802	335	1	29	388	65	48	14	0	0	0	0	6	0	9	0	126	1149	736	470	235	0	71	165	282	241	609	231	36	44	268	70	547	127	85	39	196	54	427	139	112	186	1155	190	0	13	48	132	9	0	102	0	48	27	131	1	8	48	3	25	344	0	0	0	251	60	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
OTU30	Euk	SAR	Rhi	Ce	Ce	Ce_Massisteria	AF174370	100	94%	SAR	Rhi	Ce	Im	Si	Trachelocorythion-pulchellum	AJ418789	5	0.138307813	233	30609	9	10	84	2	77	68	89	83	109	91	94	91	92	117	79	82	87	89	70	78	80	75	84	120	90	95	82	65	52	52	43	57	77	20	49	73	28	6	176	227	4	259	254	0	286	195	44	1	151	106	332	334	3	149	87	0	288	328	51	224	387	17	138	246	34	18	211	35	290	408	3	78	156	45	140	205	17	161	277	87	245	446	1	153	421	1	118	305	17	494	516	158	370	199	31	379	172	23	307	109	47	142	121	66	236	97	145	263	130	13	180	108	52	226	134	27	239	295	41	203	84	66	445	132	31	231	207	109	841	234	6	478	109	96	570	57	36	525	177	66	304	182	471	257	163	22	317	213	42	477	258	22	0	246	340	114	268	156	469	236	224	0	28	18	209	89	36	3	100	97	96	124	68	202	72	75	37	39	66	117	137	91	22	75	25	1	6	10	33	64	62	7	58	21	0	66	168	86	194	14	78	55	65	154	24	137	79	19	0	52	63	50	47	51	0	67	54	145	54	72	4	66	103	11	159	109	9	22	54	0	0	0	32	2	11	9	109	81	22	206	104
OTU35	Euk	SAR	Str	Ba	Ba	Ba_Fragilariopsis	KJ866919	100	100%	SAR	Str	Ba	Ba	Ba	Pseudo-nitzschia-pungens	KP709004	2	0.010924849	233	29795	70	17	37	69	31	27	36	43	45	33	59	49	36	44	37	29	39	34	38	26	26	23	45	32	32	55	28	37	31	18	33	37	45	9	30	38	37	619	77	16	1304	303	59	836	351	29	668	0	19	1360	116	61	327	130	22	687	188	38	704	91	91	423	112	22	677	12	22	293	132	39	140	16	5	132	26	27	101	30	24	916	140	16	144	148	45	454	83	33	1721	73	59	282	353	173	180	162	238	257	466	518	160	138	135	481	231	134	90	94	117	7	254	203	63	181	167	35	142	30	24	57	34	68	141	17	173	30	82	29	127	66	26	68	73	31	88	58	91	196	41	225	352	96	22	212	64	34	199	59	92	123	78	131	137	37	81	102	112	57	140	140	448	277	16	4	172	71	15	100	103	23	111	18	251	28	128	102	44	60	102	64	96	141	42	88	34	22	10	45	12	109	27	3	121	26	7	24	211	0	74	41	81	18	83	43	54	149	74	36	86	18	28	52	170	1	13	113	38	140	19	0	56	96	8	3	10	23	0	47	0	0	0	1	0	1	0	14	3	93	3	96	34
OTU65	Euk	SAR	Str	Ba	Ba	Ba_Planothidium	KJ658411	100	99%	SAR	Str	Ba	Ba	Ba	Cocconeis-pediculus	AM502010	3	0.115694171	216	29768	2	11	0	15	2	3	7	0	4	8	2	4	4	2	0	1	0	7	1	2	3	1	8	0	1	1	1	9	2	6	8	12	20	19	2	18	34	36	3	0	13	4	1	0	42	22	46	0	0	3	12	2	27	14	26	5	9	2	3	27	1	48	66	50	0	1	2	149	5	4	71	15	20	18	6	14	4	2	1	172	22	31	180	78	71	30	42	54	2	0	1	80	12	13	45	14	33	1110	1511	574	54	25	44	34	18	17	38	1	16	101	431	127	60	15	54	17	1	9	6	10	2	302	141	45	25	4	24	613	1	95	13	6	2	19	6	2	462	622	73	80	1107	102	1058	864	124	361	452	134	1630	160	83	2	199	2	3	60	4	18	152	41	172	0	0	0	6	11	0	2	22	43	174	31	10	0	3	1748	228	19	45	23	20	24	3	19	8	18	3	8	0	10	19	1490	2058	142	47	35	14	0	115	1	408	47	14	8	5	33	5	3	661	72	512	128	2130	246	273	1451	201	660	69	37	3	216	45	1	0	0	0	98	21	0	0	2	0	0	2	99	121	300	58	27	0
OTU37	Euk	SAR	Alv	Ci	In	Ol_Porpostoma	HM236335	100	99%	SAR	Alv	Ci	In	Ol	Porpostoma-notata	HM236335	2	0.033827502	54	28519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	115	5	2	0	0	0	5	942	3	3	476	11	14	0	0	0	0	3	11	12	4	0	1	0	2	1	1	21	0	1	0	0	0	0	1	3	0	2	0	0	0	0	15	827	0	1	0	0	0	0	0	1	0	0	0	494	0	0	2	0	2	0	0	0	0	1	15893	6026	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	3	0	1	7	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	322	0	0	0	0	0	0	0	0	581	0	22	0	0	49	175	0	0	0	0	0	0	0	0	1918	0	449	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
